family,branch,tick,drive,effective_threshold,threshold_scale,local_gain_after,local_scale_clamped,executed
F01,baseline,1,0.31,0.9704,0.9704,0.31,1.0,0
F01,baseline,2,0.62,0.9704,0.9704,0.31,1.0,0
F01,baseline,3,0.93,0.9704,0.9704,0.31,1.0,0
F01,baseline,4,0.2696,0.9704,0.9704,0.31,1.0,1
F01,baseline,5,0.5796,0.9704,0.9704,0.31,1.0,0
F01,baseline,6,0.8896,0.9704,0.9704,0.31,1.0,0
F01,baseline,7,0.2292,0.9704,0.9704,0.31,1.0,1
F01,baseline,8,0.5392,0.9704,0.9704,0.31,1.0,0
F01,reward_cfs_rwd,1,0.31,0.71187582,0.71187582,0.31,1.0,0
F01,reward_cfs_rwd,2,0.62,0.71187582,0.71187582,0.31,1.0,0
F01,reward_cfs_rwd,3,0.21812418,0.71187582,0.71187582,0.31,1.0,1
F01,reward_cfs_rwd,4,0.52812418,0.71187582,0.71187582,0.31,1.0,0
F01,reward_cfs_rwd,5,0.12624835,0.71187582,0.71187582,0.31,1.0,1
F01,reward_cfs_rwd,6,0.43624835,0.71187582,0.71187582,0.31,1.0,0
F01,reward_cfs_rwd,7,0.03437253,0.71187582,0.71187582,0.31,1.0,1
F01,reward_cfs_rwd,8,0.34437253,0.71187582,0.71187582,0.31,1.0,0
F01,expectation_nt_only,1,0.31,0.93711659,0.93711659,0.31,1.0,0
F01,expectation_nt_only,2,0.62,0.93711659,0.93711659,0.31,1.0,0
F01,expectation_nt_only,3,0.93,0.93711659,0.93711659,0.31,1.0,0
F01,expectation_nt_only,4,0.30288341,0.93711659,0.93711659,0.31,1.0,1
F01,expectation_nt_only,5,0.61288341,0.93711659,0.93711659,0.31,1.0,0
F01,expectation_nt_only,6,0.92288341,0.93711659,0.93711659,0.31,1.0,0
F01,expectation_nt_only,7,0.29576683,0.93711659,0.93711659,0.31,1.0,1
F01,expectation_nt_only,8,0.60576683,0.93711659,0.93711659,0.31,1.0,0
F01,pressure_cfs_pun,1,0.31,1.29821542,1.29821542,0.31,1.0,0
F01,pressure_cfs_pun,2,0.62,1.29821542,1.29821542,0.31,1.0,0
F01,pressure_cfs_pun,3,0.93,1.29821542,1.29821542,0.31,1.0,0
F01,pressure_cfs_pun,4,1.24,1.29821542,1.29821542,0.31,1.0,0
F01,pressure_cfs_pun,5,0.25178458,1.29821542,1.29821542,0.31,1.0,1
F01,pressure_cfs_pun,6,0.56178458,1.29821542,1.29821542,0.31,1.0,0
F01,pressure_cfs_pun,7,0.87178458,1.29821542,1.29821542,0.31,1.0,0
F01,pressure_cfs_pun,8,1.18178458,1.29821542,1.29821542,0.31,1.0,0
F01,pressure_nt_only,1,0.31,1.01518253,1.01518253,0.31,1.0,0
F01,pressure_nt_only,2,0.62,1.01518253,1.01518253,0.31,1.0,0
F01,pressure_nt_only,3,0.93,1.01518253,1.01518253,0.31,1.0,0
F01,pressure_nt_only,4,0.22481747,1.01518253,1.01518253,0.31,1.0,1
F01,pressure_nt_only,5,0.53481747,1.01518253,1.01518253,0.31,1.0,0
F01,pressure_nt_only,6,0.84481747,1.01518253,1.01518253,0.31,1.0,0
F01,pressure_nt_only,7,0.13963495,1.01518253,1.01518253,0.31,1.0,1
F01,pressure_nt_only,8,0.44963495,1.01518253,1.01518253,0.31,1.0,0
F01,fixed_reward_control,1,0.31,1.0,1.0,0.31,1.0,0
F01,fixed_reward_control,2,0.62,1.0,1.0,0.31,1.0,0
F01,fixed_reward_control,3,0.93,1.0,1.0,0.31,1.0,0
F01,fixed_reward_control,4,0.24,1.0,1.0,0.31,1.0,1
F01,fixed_reward_control,5,0.55,1.0,1.0,0.31,1.0,0
F01,fixed_reward_control,6,0.86,1.0,1.0,0.31,1.0,0
F01,fixed_reward_control,7,0.17,1.0,1.0,0.31,1.0,1
F01,fixed_reward_control,8,0.48,1.0,1.0,0.31,1.0,0
F01,fixed_pressure_control,1,0.31,1.0,1.0,0.31,1.0,0
F01,fixed_pressure_control,2,0.62,1.0,1.0,0.31,1.0,0
F01,fixed_pressure_control,3,0.93,1.0,1.0,0.31,1.0,0
F01,fixed_pressure_control,4,0.24,1.0,1.0,0.31,1.0,1
F01,fixed_pressure_control,5,0.55,1.0,1.0,0.31,1.0,0
F01,fixed_pressure_control,6,0.86,1.0,1.0,0.31,1.0,0
F01,fixed_pressure_control,7,0.17,1.0,1.0,0.31,1.0,1
F01,fixed_pressure_control,8,0.48,1.0,1.0,0.31,1.0,0
F01,local_baseline_fixed,1,0.31,1.0,1.0,0.31,1.0,0
F01,local_baseline_fixed,2,0.62,1.0,1.0,0.31,1.0,0
F01,local_baseline_fixed,3,0.93,1.0,1.0,0.31,1.0,0
F01,local_baseline_fixed,4,0.24,1.0,1.0,0.31,1.0,1
F01,local_baseline_fixed,5,0.55,1.0,1.0,0.31,1.0,0
F01,local_baseline_fixed,6,0.86,1.0,1.0,0.31,1.0,0
F01,local_baseline_fixed,7,0.17,1.0,1.0,0.31,1.0,1
F01,local_baseline_fixed,8,0.48,1.0,1.0,0.31,1.0,0
F01,local_reward_drive,1,0.41881,1.0,1.0,0.41881,1.351,0
F01,local_reward_drive,2,0.83762,1.0,1.0,0.41881,1.351,0
F01,local_reward_drive,3,0.25643,1.0,1.0,0.41881,1.351,1
F01,local_reward_drive,4,0.67524,1.0,1.0,0.41881,1.351,0
F01,local_reward_drive,5,0.09405,1.0,1.0,0.41881,1.351,1
F01,local_reward_drive,6,0.51286,1.0,1.0,0.41881,1.351,0
F01,local_reward_drive,7,0.93167,1.0,1.0,0.41881,1.351,0
F01,local_reward_drive,8,0.35048,1.0,1.0,0.41881,1.351,1
F01,local_punish_drive,1,0.16678,1.0,1.0,0.16678,0.538,0
F01,local_punish_drive,2,0.33356,1.0,1.0,0.16678,0.538,0
F01,local_punish_drive,3,0.50034,1.0,1.0,0.16678,0.538,0
F01,local_punish_drive,4,0.66712,1.0,1.0,0.16678,0.538,0
F01,local_punish_drive,5,0.8339,1.0,1.0,0.16678,0.538,0
F01,local_punish_drive,6,0.00068,1.0,1.0,0.16678,0.538,1
F01,local_punish_drive,7,0.16746,1.0,1.0,0.16678,0.538,0
F01,local_punish_drive,8,0.33424,1.0,1.0,0.16678,0.538,0
F01,local_reward_disabled_control,1,0.31,1.0,1.0,0.31,1.0,0
F01,local_reward_disabled_control,2,0.62,1.0,1.0,0.31,1.0,0
F01,local_reward_disabled_control,3,0.93,1.0,1.0,0.31,1.0,0
F01,local_reward_disabled_control,4,0.24,1.0,1.0,0.31,1.0,1
F01,local_reward_disabled_control,5,0.55,1.0,1.0,0.31,1.0,0
F01,local_reward_disabled_control,6,0.86,1.0,1.0,0.31,1.0,0
F01,local_reward_disabled_control,7,0.17,1.0,1.0,0.31,1.0,1
F01,local_reward_disabled_control,8,0.48,1.0,1.0,0.31,1.0,0
F01,local_punish_disabled_control,1,0.31,1.0,1.0,0.31,1.0,0
F01,local_punish_disabled_control,2,0.62,1.0,1.0,0.31,1.0,0
F01,local_punish_disabled_control,3,0.93,1.0,1.0,0.31,1.0,0
F01,local_punish_disabled_control,4,0.24,1.0,1.0,0.31,1.0,1
F01,local_punish_disabled_control,5,0.55,1.0,1.0,0.31,1.0,0
F01,local_punish_disabled_control,6,0.86,1.0,1.0,0.31,1.0,0
F01,local_punish_disabled_control,7,0.17,1.0,1.0,0.31,1.0,1
F01,local_punish_disabled_control,8,0.48,1.0,1.0,0.31,1.0,0
F02,baseline,1,0.311,0.9704,0.9704,0.311,1.0,0
F02,baseline,2,0.622,0.9704,0.9704,0.311,1.0,0
F02,baseline,3,0.933,0.9704,0.9704,0.311,1.0,0
F02,baseline,4,0.2736,0.9704,0.9704,0.311,1.0,1
F02,baseline,5,0.5846,0.9704,0.9704,0.311,1.0,0
F02,baseline,6,0.8956,0.9704,0.9704,0.311,1.0,0
F02,baseline,7,0.2362,0.9704,0.9704,0.311,1.0,1
F02,baseline,8,0.5472,0.9704,0.9704,0.311,1.0,0
F02,reward_cfs_rwd,1,0.311,0.70880255,0.70880255,0.311,1.0,0
F02,reward_cfs_rwd,2,0.622,0.70880255,0.70880255,0.311,1.0,0
F02,reward_cfs_rwd,3,0.22419745,0.70880255,0.70880255,0.311,1.0,1
F02,reward_cfs_rwd,4,0.53519745,0.70880255,0.70880255,0.311,1.0,0
F02,reward_cfs_rwd,5,0.13739491,0.70880255,0.70880255,0.311,1.0,1
F02,reward_cfs_rwd,6,0.44839491,0.70880255,0.70880255,0.311,1.0,0
F02,reward_cfs_rwd,7,0.05059236,0.70880255,0.70880255,0.311,1.0,1
F02,reward_cfs_rwd,8,0.36159236,0.70880255,0.70880255,0.311,1.0,0
F02,expectation_nt_only,1,0.311,0.9367368,0.9367368,0.311,1.0,0
F02,expectation_nt_only,2,0.622,0.9367368,0.9367368,0.311,1.0,0
F02,expectation_nt_only,3,0.933,0.9367368,0.9367368,0.311,1.0,0
F02,expectation_nt_only,4,0.3072632,0.9367368,0.9367368,0.311,1.0,1
F02,expectation_nt_only,5,0.6182632,0.9367368,0.9367368,0.311,1.0,0
F02,expectation_nt_only,6,0.9292632,0.9367368,0.9367368,0.311,1.0,0
F02,expectation_nt_only,7,0.30352639,0.9367368,0.9367368,0.311,1.0,1
F02,expectation_nt_only,8,0.61452639,0.9367368,0.9367368,0.311,1.0,0
F02,pressure_cfs_pun,1,0.311,1.30228098,1.30228098,0.311,1.0,0
F02,pressure_cfs_pun,2,0.622,1.30228098,1.30228098,0.311,1.0,0
F02,pressure_cfs_pun,3,0.933,1.30228098,1.30228098,0.311,1.0,0
F02,pressure_cfs_pun,4,1.244,1.30228098,1.30228098,0.311,1.0,0
F02,pressure_cfs_pun,5,0.25271902,1.30228098,1.30228098,0.311,1.0,1
F02,pressure_cfs_pun,6,0.56371902,1.30228098,1.30228098,0.311,1.0,0
F02,pressure_cfs_pun,7,0.87471902,1.30228098,1.30228098,0.311,1.0,0
F02,pressure_cfs_pun,8,1.18571902,1.30228098,1.30228098,0.311,1.0,0
F02,pressure_nt_only,1,0.311,1.01566135,1.01566135,0.311,1.0,0
F02,pressure_nt_only,2,0.622,1.01566135,1.01566135,0.311,1.0,0
F02,pressure_nt_only,3,0.933,1.01566135,1.01566135,0.311,1.0,0
F02,pressure_nt_only,4,0.22833865,1.01566135,1.01566135,0.311,1.0,1
F02,pressure_nt_only,5,0.53933865,1.01566135,1.01566135,0.311,1.0,0
F02,pressure_nt_only,6,0.85033865,1.01566135,1.01566135,0.311,1.0,0
F02,pressure_nt_only,7,0.14567731,1.01566135,1.01566135,0.311,1.0,1
F02,pressure_nt_only,8,0.45667731,1.01566135,1.01566135,0.311,1.0,0
F02,fixed_reward_control,1,0.311,1.0,1.0,0.311,1.0,0
F02,fixed_reward_control,2,0.622,1.0,1.0,0.311,1.0,0
F02,fixed_reward_control,3,0.933,1.0,1.0,0.311,1.0,0
F02,fixed_reward_control,4,0.244,1.0,1.0,0.311,1.0,1
F02,fixed_reward_control,5,0.555,1.0,1.0,0.311,1.0,0
F02,fixed_reward_control,6,0.866,1.0,1.0,0.311,1.0,0
F02,fixed_reward_control,7,0.177,1.0,1.0,0.311,1.0,1
F02,fixed_reward_control,8,0.488,1.0,1.0,0.311,1.0,0
F02,fixed_pressure_control,1,0.311,1.0,1.0,0.311,1.0,0
F02,fixed_pressure_control,2,0.622,1.0,1.0,0.311,1.0,0
F02,fixed_pressure_control,3,0.933,1.0,1.0,0.311,1.0,0
F02,fixed_pressure_control,4,0.244,1.0,1.0,0.311,1.0,1
F02,fixed_pressure_control,5,0.555,1.0,1.0,0.311,1.0,0
F02,fixed_pressure_control,6,0.866,1.0,1.0,0.311,1.0,0
F02,fixed_pressure_control,7,0.177,1.0,1.0,0.311,1.0,1
F02,fixed_pressure_control,8,0.488,1.0,1.0,0.311,1.0,0
F02,local_baseline_fixed,1,0.311,1.0,1.0,0.311,1.0,0
F02,local_baseline_fixed,2,0.622,1.0,1.0,0.311,1.0,0
F02,local_baseline_fixed,3,0.933,1.0,1.0,0.311,1.0,0
F02,local_baseline_fixed,4,0.244,1.0,1.0,0.311,1.0,1
F02,local_baseline_fixed,5,0.555,1.0,1.0,0.311,1.0,0
F02,local_baseline_fixed,6,0.866,1.0,1.0,0.311,1.0,0
F02,local_baseline_fixed,7,0.177,1.0,1.0,0.311,1.0,1
F02,local_baseline_fixed,8,0.488,1.0,1.0,0.311,1.0,0
F02,local_reward_drive,1,0.4215605,1.0,1.0,0.4215605,1.3555,0
F02,local_reward_drive,2,0.843121,1.0,1.0,0.4215605,1.3555,0
F02,local_reward_drive,3,0.2646815,1.0,1.0,0.4215605,1.3555,1
F02,local_reward_drive,4,0.686242,1.0,1.0,0.4215605,1.3555,0
F02,local_reward_drive,5,0.1078025,1.0,1.0,0.4215605,1.3555,1
F02,local_reward_drive,6,0.529363,1.0,1.0,0.4215605,1.3555,0
F02,local_reward_drive,7,0.9509235,1.0,1.0,0.4215605,1.3555,0
F02,local_reward_drive,8,0.372484,1.0,1.0,0.4215605,1.3555,1
F02,local_punish_drive,1,0.1656075,1.0,1.0,0.1656075,0.5325,0
F02,local_punish_drive,2,0.331215,1.0,1.0,0.1656075,0.5325,0
F02,local_punish_drive,3,0.4968225,1.0,1.0,0.1656075,0.5325,0
F02,local_punish_drive,4,0.66243,1.0,1.0,0.1656075,0.5325,0
F02,local_punish_drive,5,0.8280375,1.0,1.0,0.1656075,0.5325,0
F02,local_punish_drive,6,0.993645,1.0,1.0,0.1656075,0.5325,0
F02,local_punish_drive,7,0.1592525,1.0,1.0,0.1656075,0.5325,1
F02,local_punish_drive,8,0.32486,1.0,1.0,0.1656075,0.5325,0
F02,local_reward_disabled_control,1,0.311,1.0,1.0,0.311,1.0,0
F02,local_reward_disabled_control,2,0.622,1.0,1.0,0.311,1.0,0
F02,local_reward_disabled_control,3,0.933,1.0,1.0,0.311,1.0,0
F02,local_reward_disabled_control,4,0.244,1.0,1.0,0.311,1.0,1
F02,local_reward_disabled_control,5,0.555,1.0,1.0,0.311,1.0,0
F02,local_reward_disabled_control,6,0.866,1.0,1.0,0.311,1.0,0
F02,local_reward_disabled_control,7,0.177,1.0,1.0,0.311,1.0,1
F02,local_reward_disabled_control,8,0.488,1.0,1.0,0.311,1.0,0
F02,local_punish_disabled_control,1,0.311,1.0,1.0,0.311,1.0,0
F02,local_punish_disabled_control,2,0.622,1.0,1.0,0.311,1.0,0
F02,local_punish_disabled_control,3,0.933,1.0,1.0,0.311,1.0,0
F02,local_punish_disabled_control,4,0.244,1.0,1.0,0.311,1.0,1
F02,local_punish_disabled_control,5,0.555,1.0,1.0,0.311,1.0,0
F02,local_punish_disabled_control,6,0.866,1.0,1.0,0.311,1.0,0
F02,local_punish_disabled_control,7,0.177,1.0,1.0,0.311,1.0,1
F02,local_punish_disabled_control,8,0.488,1.0,1.0,0.311,1.0,0
F03,baseline,1,0.312,0.9704,0.9704,0.312,1.0,0
F03,baseline,2,0.624,0.9704,0.9704,0.312,1.0,0
F03,baseline,3,0.936,0.9704,0.9704,0.312,1.0,0
F03,baseline,4,0.2776,0.9704,0.9704,0.312,1.0,1
F03,baseline,5,0.5896,0.9704,0.9704,0.312,1.0,0
F03,baseline,6,0.9016,0.9704,0.9704,0.312,1.0,0
F03,baseline,7,0.2432,0.9704,0.9704,0.312,1.0,1
F03,baseline,8,0.5552,0.9704,0.9704,0.312,1.0,0
F03,reward_cfs_rwd,1,0.312,0.70573469,0.70573469,0.312,1.0,0
F03,reward_cfs_rwd,2,0.624,0.70573469,0.70573469,0.312,1.0,0
F03,reward_cfs_rwd,3,0.23026531,0.70573469,0.70573469,0.312,1.0,1
F03,reward_cfs_rwd,4,0.54226531,0.70573469,0.70573469,0.312,1.0,0
F03,reward_cfs_rwd,5,0.14853062,0.70573469,0.70573469,0.312,1.0,1
F03,reward_cfs_rwd,6,0.46053062,0.70573469,0.70573469,0.312,1.0,0
F03,reward_cfs_rwd,7,0.06679593,0.70573469,0.70573469,0.312,1.0,1
F03,reward_cfs_rwd,8,0.37879593,0.70573469,0.70573469,0.312,1.0,0
F03,expectation_nt_only,1,0.312,0.93635762,0.93635762,0.312,1.0,0
F03,expectation_nt_only,2,0.624,0.93635762,0.93635762,0.312,1.0,0
F03,expectation_nt_only,3,0.936,0.93635762,0.93635762,0.312,1.0,0
F03,expectation_nt_only,4,0.31164238,0.93635762,0.93635762,0.312,1.0,1
F03,expectation_nt_only,5,0.62364238,0.93635762,0.93635762,0.312,1.0,0
F03,expectation_nt_only,6,0.93564238,0.93635762,0.93635762,0.312,1.0,0
F03,expectation_nt_only,7,0.31128476,0.93635762,0.93635762,0.312,1.0,1
F03,expectation_nt_only,8,0.62328476,0.93635762,0.93635762,0.312,1.0,0
F03,pressure_cfs_pun,1,0.312,1.30634746,1.30634746,0.312,1.0,0
F03,pressure_cfs_pun,2,0.624,1.30634746,1.30634746,0.312,1.0,0
F03,pressure_cfs_pun,3,0.936,1.30634746,1.30634746,0.312,1.0,0
F03,pressure_cfs_pun,4,1.248,1.30634746,1.30634746,0.312,1.0,0
F03,pressure_cfs_pun,5,0.25365254,1.30634746,1.30634746,0.312,1.0,1
F03,pressure_cfs_pun,6,0.56565254,1.30634746,1.30634746,0.312,1.0,0
F03,pressure_cfs_pun,7,0.87765254,1.30634746,1.30634746,0.312,1.0,0
F03,pressure_cfs_pun,8,1.18965254,1.30634746,1.30634746,0.312,1.0,0
F03,pressure_nt_only,1,0.312,1.01613835,1.01613835,0.312,1.0,0
F03,pressure_nt_only,2,0.624,1.01613835,1.01613835,0.312,1.0,0
F03,pressure_nt_only,3,0.936,1.01613835,1.01613835,0.312,1.0,0
F03,pressure_nt_only,4,0.23186165,1.01613835,1.01613835,0.312,1.0,1
F03,pressure_nt_only,5,0.54386165,1.01613835,1.01613835,0.312,1.0,0
F03,pressure_nt_only,6,0.85586165,1.01613835,1.01613835,0.312,1.0,0
F03,pressure_nt_only,7,0.1517233,1.01613835,1.01613835,0.312,1.0,1
F03,pressure_nt_only,8,0.4637233,1.01613835,1.01613835,0.312,1.0,0
F03,fixed_reward_control,1,0.312,1.0,1.0,0.312,1.0,0
F03,fixed_reward_control,2,0.624,1.0,1.0,0.312,1.0,0
F03,fixed_reward_control,3,0.936,1.0,1.0,0.312,1.0,0
F03,fixed_reward_control,4,0.248,1.0,1.0,0.312,1.0,1
F03,fixed_reward_control,5,0.56,1.0,1.0,0.312,1.0,0
F03,fixed_reward_control,6,0.872,1.0,1.0,0.312,1.0,0
F03,fixed_reward_control,7,0.184,1.0,1.0,0.312,1.0,1
F03,fixed_reward_control,8,0.496,1.0,1.0,0.312,1.0,0
F03,fixed_pressure_control,1,0.312,1.0,1.0,0.312,1.0,0
F03,fixed_pressure_control,2,0.624,1.0,1.0,0.312,1.0,0
F03,fixed_pressure_control,3,0.936,1.0,1.0,0.312,1.0,0
F03,fixed_pressure_control,4,0.248,1.0,1.0,0.312,1.0,1
F03,fixed_pressure_control,5,0.56,1.0,1.0,0.312,1.0,0
F03,fixed_pressure_control,6,0.872,1.0,1.0,0.312,1.0,0
F03,fixed_pressure_control,7,0.184,1.0,1.0,0.312,1.0,1
F03,fixed_pressure_control,8,0.496,1.0,1.0,0.312,1.0,0
F03,local_baseline_fixed,1,0.312,1.0,1.0,0.312,1.0,0
F03,local_baseline_fixed,2,0.624,1.0,1.0,0.312,1.0,0
F03,local_baseline_fixed,3,0.936,1.0,1.0,0.312,1.0,0
F03,local_baseline_fixed,4,0.248,1.0,1.0,0.312,1.0,1
F03,local_baseline_fixed,5,0.56,1.0,1.0,0.312,1.0,0
F03,local_baseline_fixed,6,0.872,1.0,1.0,0.312,1.0,0
F03,local_baseline_fixed,7,0.184,1.0,1.0,0.312,1.0,1
F03,local_baseline_fixed,8,0.496,1.0,1.0,0.312,1.0,0
F03,local_reward_drive,1,0.42432,1.0,1.0,0.42432,1.36,0
F03,local_reward_drive,2,0.84864,1.0,1.0,0.42432,1.36,0
F03,local_reward_drive,3,0.27296,1.0,1.0,0.42432,1.36,1
F03,local_reward_drive,4,0.69728,1.0,1.0,0.42432,1.36,0
F03,local_reward_drive,5,0.1216,1.0,1.0,0.42432,1.36,1
F03,local_reward_drive,6,0.54592,1.0,1.0,0.42432,1.36,0
F03,local_reward_drive,7,0.97024,1.0,1.0,0.42432,1.36,0
F03,local_reward_drive,8,0.39456,1.0,1.0,0.42432,1.36,1
F03,local_punish_drive,1,0.164424,1.0,1.0,0.164424,0.527,0
F03,local_punish_drive,2,0.328848,1.0,1.0,0.164424,0.527,0
F03,local_punish_drive,3,0.493272,1.0,1.0,0.164424,0.527,0
F03,local_punish_drive,4,0.657696,1.0,1.0,0.164424,0.527,0
F03,local_punish_drive,5,0.82212,1.0,1.0,0.164424,0.527,0
F03,local_punish_drive,6,0.986544,1.0,1.0,0.164424,0.527,0
F03,local_punish_drive,7,0.150968,1.0,1.0,0.164424,0.527,1
F03,local_punish_drive,8,0.315392,1.0,1.0,0.164424,0.527,0
F03,local_reward_disabled_control,1,0.312,1.0,1.0,0.312,1.0,0
F03,local_reward_disabled_control,2,0.624,1.0,1.0,0.312,1.0,0
F03,local_reward_disabled_control,3,0.936,1.0,1.0,0.312,1.0,0
F03,local_reward_disabled_control,4,0.248,1.0,1.0,0.312,1.0,1
F03,local_reward_disabled_control,5,0.56,1.0,1.0,0.312,1.0,0
F03,local_reward_disabled_control,6,0.872,1.0,1.0,0.312,1.0,0
F03,local_reward_disabled_control,7,0.184,1.0,1.0,0.312,1.0,1
F03,local_reward_disabled_control,8,0.496,1.0,1.0,0.312,1.0,0
F03,local_punish_disabled_control,1,0.312,1.0,1.0,0.312,1.0,0
F03,local_punish_disabled_control,2,0.624,1.0,1.0,0.312,1.0,0
F03,local_punish_disabled_control,3,0.936,1.0,1.0,0.312,1.0,0
F03,local_punish_disabled_control,4,0.248,1.0,1.0,0.312,1.0,1
F03,local_punish_disabled_control,5,0.56,1.0,1.0,0.312,1.0,0
F03,local_punish_disabled_control,6,0.872,1.0,1.0,0.312,1.0,0
F03,local_punish_disabled_control,7,0.184,1.0,1.0,0.312,1.0,1
F03,local_punish_disabled_control,8,0.496,1.0,1.0,0.312,1.0,0
F04,baseline,1,0.313,0.9704,0.9704,0.313,1.0,0
F04,baseline,2,0.626,0.9704,0.9704,0.313,1.0,0
F04,baseline,3,0.939,0.9704,0.9704,0.313,1.0,0
F04,baseline,4,0.2816,0.9704,0.9704,0.313,1.0,1
F04,baseline,5,0.5946,0.9704,0.9704,0.313,1.0,0
F04,baseline,6,0.9076,0.9704,0.9704,0.313,1.0,0
F04,baseline,7,0.2502,0.9704,0.9704,0.313,1.0,1
F04,baseline,8,0.5632,0.9704,0.9704,0.313,1.0,0
F04,reward_cfs_rwd,1,0.313,0.70267223,0.70267223,0.313,1.0,0
F04,reward_cfs_rwd,2,0.626,0.70267223,0.70267223,0.313,1.0,0
F04,reward_cfs_rwd,3,0.23632777,0.70267223,0.70267223,0.313,1.0,1
F04,reward_cfs_rwd,4,0.54932777,0.70267223,0.70267223,0.313,1.0,0
F04,reward_cfs_rwd,5,0.15965554,0.70267223,0.70267223,0.313,1.0,1
F04,reward_cfs_rwd,6,0.47265554,0.70267223,0.70267223,0.313,1.0,0
F04,reward_cfs_rwd,7,0.08298331,0.70267223,0.70267223,0.313,1.0,1
F04,reward_cfs_rwd,8,0.39598331,0.70267223,0.70267223,0.313,1.0,0
F04,expectation_nt_only,1,0.313,0.93597904,0.93597904,0.313,1.0,0
F04,expectation_nt_only,2,0.626,0.93597904,0.93597904,0.313,1.0,0
F04,expectation_nt_only,3,0.00302096,0.93597904,0.93597904,0.313,1.0,1
F04,expectation_nt_only,4,0.31602096,0.93597904,0.93597904,0.313,1.0,0
F04,expectation_nt_only,5,0.62902096,0.93597904,0.93597904,0.313,1.0,0
F04,expectation_nt_only,6,0.00604193,0.93597904,0.93597904,0.313,1.0,1
F04,expectation_nt_only,7,0.31904193,0.93597904,0.93597904,0.313,1.0,0
F04,expectation_nt_only,8,0.63204193,0.93597904,0.93597904,0.313,1.0,0
F04,pressure_cfs_pun,1,0.313,1.31041486,1.31041486,0.313,1.0,0
F04,pressure_cfs_pun,2,0.626,1.31041486,1.31041486,0.313,1.0,0
F04,pressure_cfs_pun,3,0.939,1.31041486,1.31041486,0.313,1.0,0
F04,pressure_cfs_pun,4,1.252,1.31041486,1.31041486,0.313,1.0,0
F04,pressure_cfs_pun,5,0.25458514,1.31041486,1.31041486,0.313,1.0,1
F04,pressure_cfs_pun,6,0.56758514,1.31041486,1.31041486,0.313,1.0,0
F04,pressure_cfs_pun,7,0.88058514,1.31041486,1.31041486,0.313,1.0,0
F04,pressure_cfs_pun,8,1.19358514,1.31041486,1.31041486,0.313,1.0,0
F04,pressure_nt_only,1,0.313,1.01661354,1.01661354,0.313,1.0,0
F04,pressure_nt_only,2,0.626,1.01661354,1.01661354,0.313,1.0,0
F04,pressure_nt_only,3,0.939,1.01661354,1.01661354,0.313,1.0,0
F04,pressure_nt_only,4,0.23538646,1.01661354,1.01661354,0.313,1.0,1
F04,pressure_nt_only,5,0.54838646,1.01661354,1.01661354,0.313,1.0,0
F04,pressure_nt_only,6,0.86138646,1.01661354,1.01661354,0.313,1.0,0
F04,pressure_nt_only,7,0.15777292,1.01661354,1.01661354,0.313,1.0,1
F04,pressure_nt_only,8,0.47077292,1.01661354,1.01661354,0.313,1.0,0
F04,fixed_reward_control,1,0.313,1.0,1.0,0.313,1.0,0
F04,fixed_reward_control,2,0.626,1.0,1.0,0.313,1.0,0
F04,fixed_reward_control,3,0.939,1.0,1.0,0.313,1.0,0
F04,fixed_reward_control,4,0.252,1.0,1.0,0.313,1.0,1
F04,fixed_reward_control,5,0.565,1.0,1.0,0.313,1.0,0
F04,fixed_reward_control,6,0.878,1.0,1.0,0.313,1.0,0
F04,fixed_reward_control,7,0.191,1.0,1.0,0.313,1.0,1
F04,fixed_reward_control,8,0.504,1.0,1.0,0.313,1.0,0
F04,fixed_pressure_control,1,0.313,1.0,1.0,0.313,1.0,0
F04,fixed_pressure_control,2,0.626,1.0,1.0,0.313,1.0,0
F04,fixed_pressure_control,3,0.939,1.0,1.0,0.313,1.0,0
F04,fixed_pressure_control,4,0.252,1.0,1.0,0.313,1.0,1
F04,fixed_pressure_control,5,0.565,1.0,1.0,0.313,1.0,0
F04,fixed_pressure_control,6,0.878,1.0,1.0,0.313,1.0,0
F04,fixed_pressure_control,7,0.191,1.0,1.0,0.313,1.0,1
F04,fixed_pressure_control,8,0.504,1.0,1.0,0.313,1.0,0
F04,local_baseline_fixed,1,0.313,1.0,1.0,0.313,1.0,0
F04,local_baseline_fixed,2,0.626,1.0,1.0,0.313,1.0,0
F04,local_baseline_fixed,3,0.939,1.0,1.0,0.313,1.0,0
F04,local_baseline_fixed,4,0.252,1.0,1.0,0.313,1.0,1
F04,local_baseline_fixed,5,0.565,1.0,1.0,0.313,1.0,0
F04,local_baseline_fixed,6,0.878,1.0,1.0,0.313,1.0,0
F04,local_baseline_fixed,7,0.191,1.0,1.0,0.313,1.0,1
F04,local_baseline_fixed,8,0.504,1.0,1.0,0.313,1.0,0
F04,local_reward_drive,1,0.4270885,1.0,1.0,0.4270885,1.3645,0
F04,local_reward_drive,2,0.854177,1.0,1.0,0.4270885,1.3645,0
F04,local_reward_drive,3,0.2812655,1.0,1.0,0.4270885,1.3645,1
F04,local_reward_drive,4,0.708354,1.0,1.0,0.4270885,1.3645,0
F04,local_reward_drive,5,0.1354425,1.0,1.0,0.4270885,1.3645,1
F04,local_reward_drive,6,0.562531,1.0,1.0,0.4270885,1.3645,0
F04,local_reward_drive,7,0.9896195,1.0,1.0,0.4270885,1.3645,0
