family,branch,target_index,projection_kind,memory_id,target_structure_id,target_display_text,delta_ev,runtime_weight,modes,energy_graph_round_first,energy_graph_round_last,energy_graph_depth_min,energy_graph_depth_max,energy_graph_emit_count,frontier_source_kinds
F12,single_round_cap,3,structure,,st_000538,{A + B},0.1728,4.8,er_induction,1,1,1,1,1,root_er
F12,single_round_cap,4,structure,,st_000539,{A + C},0.1224,3.4,er_induction,1,1,1,1,1,root_er
F12,single_round_cap,5,memory,em_000202,st_000540,{A + M},0.0648,1.8,er_induction,1,1,1,1,1,root_er
F12,high_frontier_threshold,0,structure,,st_000546,{A + B},0.4896,4.8,ev_propagation,1,1,1,1,1,root_ev
F12,high_frontier_threshold,1,structure,,st_000547,{A + C},0.3468,3.4,ev_propagation,1,1,1,1,1,root_ev
F12,high_frontier_threshold,2,memory,em_000205,st_000548,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F12,high_frontier_threshold,3,structure,,st_000546,{A + B},0.52596311,4.8,er_induction,1,4,1,1,4,root_er
F12,high_frontier_threshold,4,structure,,st_000547,{A + C},0.3725572,3.4,er_induction,1,4,1,1,4,root_er
F12,high_frontier_threshold,5,memory,em_000205,st_000548,{A + M},0.19723617,1.8,er_induction,1,4,1,1,4,root_er
F12,high_budget_threshold,0,structure,,st_000554,{A + B},0.4896,4.8,ev_propagation,1,1,1,1,1,root_ev
F12,high_budget_threshold,1,structure,,st_000555,{A + C},0.3468,3.4,ev_propagation,1,1,1,1,1,root_ev
F12,high_budget_threshold,2,memory,em_000208,st_000556,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F12,width_cap_one,0,structure,,st_000562,{A + B},0.4896,4.8,ev_propagation,1,1,1,1,1,root_ev
F12,width_cap_one,1,structure,,st_000563,{A + C},0.3468,3.4,ev_propagation,1,1,1,1,1,root_ev
F12,width_cap_one,2,memory,em_000211,st_000564,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F12,width_cap_one,3,structure,,st_000562,{A + B},0.52596311,4.8,er_induction,1,4,1,1,4,root_er
F12,width_cap_one,4,structure,,st_000563,{A + C},0.3725572,3.4,er_induction,1,4,1,1,4,root_er
F12,width_cap_one,5,memory,em_000211,st_000564,{A + M},0.19723617,1.8,er_induction,1,4,1,1,4,root_er
F12,width_cap_one,6,structure,,st_000565,{A + B + D},0.46715443,6.0,ev_propagation,2,4,2,2,2,frontier_ev
F12,width_cap_one,7,memory,em_000212,st_000566,{A + B + E},0.31143629,4.0,ev_propagation,2,4,2,2,2,frontier_ev
F12,no_er_reinduction,0,structure,,st_000570,{A + B},0.4896,4.8,ev_propagation,1,1,1,1,1,root_ev
F12,no_er_reinduction,1,structure,,st_000571,{A + C},0.3468,3.4,ev_propagation,1,1,1,1,1,root_ev
F12,no_er_reinduction,2,memory,em_000214,st_000572,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F12,no_er_reinduction,3,structure,,st_000573,{A + B + D},0.29376,6.0,ev_propagation,2,2,2,2,1,frontier_ev
F12,no_er_reinduction,4,memory,em_000215,st_000574,{A + B + E},0.19584,4.0,ev_propagation,2,2,2,2,1,frontier_ev
F12,no_er_reinduction,5,structure,,st_000575,{A + C + F},0.215016,6.2,ev_propagation,2,2,2,2,1,frontier_ev
F12,no_er_reinduction,6,memory,em_000216,st_000576,{A + C + G},0.131784,3.8,ev_propagation,2,2,2,2,1,frontier_ev
