family,branch,branch_label,source_er,source_ev,enable_er_induction,root_b_weight,root_c_weight,root_memory_weight,b_d_weight,b_memory_weight,c_f_weight,c_memory_weight,energy_graph_v2_enabled,config_max_rounds,round_count,depth_max,frontier_generated_count,frontier_pruned_count,terminal_memory_count,root_reinduction_count,layer_count,layer_histogram_json,frontier_out_count_max,frontier_in_count_max,frontier_budget_ev_total,root_induction_budget_ev_total,round_delta_ev_total,round_delta_ev_last,total_delta_ev,total_ev_consumed,propagated_budget_total_ev,structure_target_count,memory_target_count,depth2_structure_target_count,layer1_memory_target_count,deeper_memory_target_count,has_AB_structure,has_AC_structure,has_ABD_structure_depth2,has_ACF_structure_depth2,has_root_terminal_memory,has_b_terminal_memory,has_c_terminal_memory,target_ids_json
F05,no_er_reinduction,关闭根源ER重诱发,0.0,1.0,0,0.54,0.26,0.2,0.66,0.34,0.56,0.44,1,4,3,2,4,0,3,0,2,"{""1"": 5, ""2"": 6}",2,2,1.8,0.0,1.8,0.0,1.8,1.0,1.8,4,3,2,1,2,1,1,1,1,1,1,1,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000234"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.54}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000235"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.26}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000088"", ""target_structure_id"": ""st_000236"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000237"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.3564}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000089"", ""target_structure_id"": ""st_000238"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.1836}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000239"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.1456}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000090"", ""target_structure_id"": ""st_000240"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.1144}]"
F06,deep_multilayer,多轮扩散,0.35,1.0,1,0.49,0.31,0.2,0.61,0.39,0.61,0.39,1,4,4,2,14,0,11,3,2,"{""1"": 23, ""2"": 18}",4,4,2.497872,1.0653188,3.5631908,0.3812508,3.5631908,1.0,2.497872,6,4,2,2,2,1,1,1,1,1,1,1,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000242"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.49}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000243"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.31}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000091"", ""target_structure_id"": ""st_000244"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000242"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.52200621}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000243"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.33024883}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000091"", ""target_structure_id"": ""st_000244"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.21306376}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000245"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.55964243}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000092"", ""target_structure_id"": ""st_000246"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.35780417}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000247"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.35405949}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000093"", ""target_structure_id"": ""st_000248"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.22636591}]"
F06,single_round_cap,单轮截断,0.35,1.0,1,0.49,0.31,0.2,0.61,0.39,0.61,0.39,1,1,1,1,2,0,2,0,1,"{""1"": 8}",2,1,1.0,0.35,1.35,1.35,1.35,1.0,1.0,4,2,0,2,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000250"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.49}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000251"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.31}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000094"", ""target_structure_id"": ""st_000252"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000250"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1715}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000251"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1085}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000094"", ""target_structure_id"": ""st_000252"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.07}]"
F06,high_frontier_threshold,前沿阈值剪枝,0.35,1.0,1,0.49,0.31,0.2,0.61,0.39,0.61,0.39,1,4,4,1,8,6,5,3,1,"{""1"": 23}",2,2,1.0,1.0653188,2.0653188,0.1929788,2.0653188,1.0,1.0,4,2,0,2,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000258"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.49}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000259"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.31}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000097"", ""target_structure_id"": ""st_000260"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000258"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.52200621}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000259"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.33024883}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000097"", ""target_structure_id"": ""st_000260"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.21306376}]"
F06,high_budget_threshold,预算阈值剪枝,0.0,1.0,0,0.49,0.31,0.2,0.61,0.39,0.61,0.39,1,4,2,1,2,2,1,0,1,"{""1"": 5}",2,2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2,1,0,1,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000266"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.49}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000267"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.31}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000100"", ""target_structure_id"": ""st_000268"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}]"
F06,width_cap_one,宽度上限,0.35,1.0,1,0.49,0.31,0.2,0.61,0.39,0.61,0.39,1,4,4,2,4,6,7,3,2,"{""1"": 18, ""2"": 5}",1,1,1.7768166,1.0653188,2.8421354,0.3082954,2.8421354,1.0,1.7768166,5,3,1,2,1,1,1,1,0,1,1,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000274"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.49}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000275"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.31}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000103"", ""target_structure_id"": ""st_000276"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000274"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.52200621}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000275"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.33024883}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000103"", ""target_structure_id"": ""st_000276"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.21306376}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000277"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.47385813}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000104"", ""target_structure_id"": ""st_000278"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.30295847}]"
F06,no_er_reinduction,关闭根源ER重诱发,0.0,1.0,0,0.49,0.31,0.2,0.61,0.39,0.61,0.39,1,4,3,2,4,0,3,0,2,"{""1"": 5, ""2"": 6}",2,2,1.8,0.0,1.8,0.0,1.8,1.0,1.8,4,3,2,1,2,1,1,1,1,1,1,1,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000282"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.49}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000283"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.31}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000106"", ""target_structure_id"": ""st_000284"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000285"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.2989}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000107"", ""target_structure_id"": ""st_000286"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.1911}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000287"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.1891}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000108"", ""target_structure_id"": ""st_000288"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.1209}]"
F07,deep_multilayer,多轮扩散,0.36,1.0,1,0.48,0.32,0.2,0.6,0.4,0.62,0.38,1,4,4,2,14,0,11,3,2,"{""1"": 23, ""2"": 18}",4,4,2.5178112,1.09575648,3.61356768,0.39214368,3.61356768,1.0,2.5178112,6,4,2,2,2,1,1,1,1,1,1,1,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000290"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.48}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000291"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.32}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000109"", ""target_structure_id"": ""st_000292"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000290"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.52596311}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000291"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.35064207}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000109"", ""target_structure_id"": ""st_000292"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2191513}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000293"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.54641203}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000110"", ""target_structure_id"": ""st_000294"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.36427469}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000295"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.37641718}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000111"", ""target_structure_id"": ""st_000296"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.2307073}]"
F07,single_round_cap,单轮截断,0.36,1.0,1,0.48,0.32,0.2,0.6,0.4,0.62,0.38,1,1,1,1,2,0,2,0,1,"{""1"": 8}",2,1,1.0,0.36,1.36,1.36,1.36,1.0,1.0,4,2,0,2,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000298"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.48}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000299"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.32}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000112"", ""target_structure_id"": ""st_000300"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000298"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1728}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000299"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.1152}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000112"", ""target_structure_id"": ""st_000300"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.072}]"
F07,high_frontier_threshold,前沿阈值剪枝,0.36,1.0,1,0.48,0.32,0.2,0.6,0.4,0.62,0.38,1,4,4,1,8,6,5,3,1,"{""1"": 23}",2,2,1.0,1.09575648,2.09575648,0.19849248,2.09575648,1.0,1.0,4,2,0,2,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000306"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.48}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000307"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.32}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000115"", ""target_structure_id"": ""st_000308"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000306"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.52596311}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000307"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.35064207}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000115"", ""target_structure_id"": ""st_000308"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2191513}]"
F07,high_budget_threshold,预算阈值剪枝,0.0,1.0,0,0.48,0.32,0.2,0.6,0.4,0.62,0.38,1,4,2,1,2,2,1,0,1,"{""1"": 5}",2,2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2,1,0,1,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000314"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.48}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000315"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.32}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000118"", ""target_structure_id"": ""st_000316"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}]"
F07,width_cap_one,宽度上限,0.36,1.0,1,0.48,0.32,0.2,0.6,0.4,0.62,0.38,1,4,4,2,4,6,7,3,2,"{""1"": 18, ""2"": 5}",1,1,1.76899072,1.09575648,2.8647472,0.3146832,2.8647472,1.0,1.76899072,5,3,1,2,1,1,1,1,0,1,1,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000322"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.48}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000323"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.32}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000121"", ""target_structure_id"": ""st_000324"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000322"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.52596311}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000323"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.35064207}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000121"", ""target_structure_id"": ""st_000324"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2191513}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000325"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.46139443}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000122"", ""target_structure_id"": ""st_000326"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.30759629}]"
F07,no_er_reinduction,关闭根源ER重诱发,0.0,1.0,0,0.48,0.32,0.2,0.6,0.4,0.62,0.38,1,4,3,2,4,0,3,0,2,"{""1"": 5, ""2"": 6}",2,2,1.8,0.0,1.8,0.0,1.8,1.0,1.8,4,3,2,1,2,1,1,1,1,1,1,1,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000330"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.48}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000331"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.32}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000124"", ""target_structure_id"": ""st_000332"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000333"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.288}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000125"", ""target_structure_id"": ""st_000334"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.192}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000335"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.1984}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000126"", ""target_structure_id"": ""st_000336"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.1216}]"
F08,deep_multilayer,多轮扩散,0.37,1.0,1,0.55,0.25,0.2,0.67,0.33,0.55,0.45,1,4,4,2,14,1,11,3,2,"{""1"": 23, ""2"": 18}",4,4,2.5377504,1.12619416,3.66394456,0.40303656,3.66394456,1.0,2.5377504,6,4,2,2,2,1,1,1,1,1,1,1,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000338"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.55}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000339"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.25}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000127"", ""target_structure_id"": ""st_000340"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000338"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.61940679}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000339"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.28154854}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000127"", ""target_structure_id"": ""st_000340"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.22523883}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000341"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.70832628}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000128"", ""target_structure_id"": ""st_000342"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.34887712}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000343"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.26430085}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000129"", ""target_structure_id"": ""st_000344"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.21624615}]"
F08,single_round_cap,单轮截断,0.37,1.0,1,0.55,0.25,0.2,0.67,0.33,0.55,0.45,1,1,1,1,2,0,2,0,1,"{""1"": 8}",2,1,1.0,0.37,1.37,1.37,1.37,1.0,1.0,4,2,0,2,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000346"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.55}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000347"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.25}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000130"", ""target_structure_id"": ""st_000348"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000346"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2035}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000347"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.0925}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000130"", ""target_structure_id"": ""st_000348"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.074}]"
F08,high_frontier_threshold,前沿阈值剪枝,0.37,1.0,1,0.55,0.25,0.2,0.67,0.33,0.55,0.45,1,4,4,1,8,6,5,3,1,"{""1"": 23}",2,2,1.0,1.12619416,2.12619416,0.20400616,2.12619416,1.0,1.0,4,2,0,2,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000354"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.55}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000355"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.25}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000133"", ""target_structure_id"": ""st_000356"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000354"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.61940679}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000355"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.28154854}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000133"", ""target_structure_id"": ""st_000356"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.22523883}]"
F08,high_budget_threshold,预算阈值剪枝,0.0,1.0,0,0.55,0.25,0.2,0.67,0.33,0.55,0.45,1,4,2,1,2,2,1,0,1,"{""1"": 5}",2,2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2,1,0,1,0,1,1,0,0,1,0,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000362"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.55}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000363"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.25}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000136"", ""target_structure_id"": ""st_000364"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}]"
F08,width_cap_one,宽度上限,0.37,1.0,1,0.55,0.25,0.2,0.67,0.33,0.55,0.45,1,4,4,2,4,6,7,3,2,"{""1"": 18, ""2"": 5}",1,1,1.8903334,1.12619416,3.01652756,0.34083956,3.01652756,1.0,1.8903334,5,3,1,2,1,1,1,1,0,1,1,0,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000370"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.55}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000371"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.25}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000139"", ""target_structure_id"": ""st_000372"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000370"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.61940679}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000371"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.28154854}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000139"", ""target_structure_id"": ""st_000372"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.22523883}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000373"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.59652338}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000140"", ""target_structure_id"": ""st_000374"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.29381002}]"
F08,no_er_reinduction,关闭根源ER重诱发,0.0,1.0,0,0.55,0.25,0.2,0.67,0.33,0.55,0.45,1,4,3,2,4,0,3,0,2,"{""1"": 5, ""2"": 6}",2,2,1.8,0.0,1.8,0.0,1.8,1.0,1.8,4,3,2,1,2,1,1,1,1,1,1,1,"[{""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000378"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.55}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000379"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.25}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000142"", ""target_structure_id"": ""st_000380"", ""depth_min"": 1, ""depth_max"": 1, ""delta_ev"": 0.2}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000381"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.3685}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000143"", ""target_structure_id"": ""st_000382"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.1815}, {""projection_kind"": ""structure"", ""memory_id"": """", ""target_structure_id"": ""st_000383"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.1375}, {""projection_kind"": ""memory"", ""memory_id"": ""em_000144"", ""target_structure_id"": ""st_000384"", ""depth_min"": 2, ""depth_max"": 2, ""delta_ev"": 0.1125}]"
